[167.672, 140.57, 26.043, 19.601, 164.913, 162.428, 177.002, 172.16, 170.506, 146.006, 97.741, 96.918]
[165.619, 119.282, 26.048, 19.817, 164.919, 163.09, 176.845, 172.313, 170.052, 145.798, 97.936, 96.481]
[162.596, 112.905, 26.052, 19.913, 164.888, 163.479, 176.636, 172.361, 169.689, 145.702, 98.024, 96.339]
[176.986, 101.176, 26.164, 19.848, 164.851, 164.105, 176.482, 172.676, 169.546, 145.804, 97.799, 96.326]
[140.389, 81.554, 27.069, 20.56, 164.985, 165.078, 176.16, 173.232, 169.251, 145.857, 97.432, 96.344]
[120.254, 70.088, 28.936, 20.087, 165.115, 165.973, 175.818, 173.756, 168.945, 145.903, 96.813, 96.662]
[85.146, 48.968, 29.957, 19.495, 165.268, 166.032, 175.617, 173.94, 168.749, 146.033, 96.895, 96.548]
[143.645, 39.752, 42.988, 20.215, 166.239, 165.961, 175.403, 173.937, 168.693, 145.982, 97.188, 96.377]
[143.746, 35.753, 39.46, 20.312, 166.38, 165.882, 175.187, 173.842, 168.566, 145.831, 97.65, 96.077]
[30.19, 32.911, 39.11, 21.177, 166.47, 165.756, 175.094, 173.738, 168.589, 145.585, 97.927, 95.923]
[6.099, 31.532, 40.342, 21.587, 166.588, 165.827, 175.025, 173.725, 168.619, 145.309, 97.989, 95.933]
[25.767, 30.669, 29.077, 22.035, 166.47, 165.792, 174.964, 173.69, 168.607, 145.167, 98.115, 95.902]
[25.339, 29.964, 24.531, 22.491, 166.214, 165.699, 174.852, 173.706, 168.569, 145.178, 98.16, 95.974]
[24.632, 29.392, 22.682, 22.962, 165.987, 165.596, 174.697, 173.693, 168.483, 145.191, 98.199, 96.038]
[24.822, 29.456, 21.841, 23.236, 165.918, 165.524, 174.639, 173.73, 168.411, 145.226, 98.245, 96.022]
[25.869, 29.522, 21.651, 23.591, 165.93, 165.411, 174.523, 173.858, 168.3, 145.349, 98.28, 96.014]
[26.498, 29.69, 21.333, 23.665, 165.943, 165.32, 174.478, 173.968, 168.231, 145.401, 98.322, 95.969]
[26.35, 29.279, 21.344, 23.729, 165.96, 165.291, 174.476, 174.069, 168.175, 145.505, 98.244, 96.003]
[26.016, 29.277, 21.229, 23.895, 165.846, 165.269, 174.528, 174.092, 168.148, 145.546, 98.263, 95.948]
[26.004, 29.427, 21.111, 24.051, 165.944, 165.103, 174.645, 174.135, 168.171, 145.599, 98.291, 95.86]
[25.837, 29.578, 21.093, 24.188, 165.983, 165.027, 174.723, 174.201, 168.2, 145.565, 98.265, 95.846]
[25.355, 29.642, 21.167, 24.29, 165.983, 164.922, 174.748, 174.138, 168.177, 145.548, 98.365, 95.778]
[25.259, 29.682, 21.26, 24.356, 165.953, 164.962, 174.733, 174.259, 168.186, 145.638, 98.366, 95.747]
[25.272, 29.497, 21.335, 24.212, 165.927, 164.957, 174.696, 174.247, 168.177, 145.66, 98.418, 95.736]
[25.365, 29.468, 21.419, 24.105, 165.919, 165.04, 174.685, 174.328, 168.2, 145.71, 98.389, 95.737]
[25.617, 29.197, 21.428, 24.066, 165.914, 165.139, 174.691, 174.513, 168.239, 145.807, 98.303, 95.741]
[25.749, 28.97, 21.443, 24.016, 165.906, 165.21, 174.689, 174.664, 168.289, 145.905, 98.25, 95.738]
[25.876, 28.869, 21.486, 23.935, 165.887, 165.249, 174.696, 174.796, 168.339, 145.973, 98.169, 95.764]
[25.873, 28.791, 21.532, 23.695, 165.847, 165.279, 174.697, 174.875, 168.417, 146.008, 98.084, 95.814]
[25.852, 28.675, 21.576, 23.55, 165.808, 165.314, 174.696, 174.943, 168.493, 146.059, 98.004, 95.862]
[25.755, 28.524, 21.603, 23.447, 165.715, 165.382, 174.691, 175.011, 168.584, 146.11, 97.959, 95.879]
[25.543, 28.289, 21.633, 23.401, 165.563, 165.453, 174.686, 175.054, 168.63, 146.142, 97.898, 95.923]
[25.441, 28.161, 21.676, 23.353, 165.461, 165.482, 174.681, 175.066, 168.676, 146.131, 97.871, 95.947]
[25.343, 27.848, 21.713, 23.267, 165.356, 165.508, 174.661, 175.085, 168.729, 146.147, 97.839, 95.984]
[25.364, 27.459, 21.781, 22.926, 165.292, 165.524, 174.651, 175.094, 168.742, 146.179, 97.845, 95.979]
[25.418, 27.13, 21.799, 22.492, 165.268, 165.508, 174.636, 175.092, 168.757, 146.182, 97.843, 95.993]
[25.605, 26.892, 21.825, 22.195, 165.245, 165.495, 174.619, 175.099, 168.769, 146.209, 97.841, 96.002]
[25.653, 26.889, 21.821, 22.005, 165.226, 165.47, 174.609, 175.097, 168.785, 146.215, 97.849, 96.005]
[25.735, 26.797, 21.781, 21.818, 165.207, 165.447, 174.605, 175.095, 168.8, 146.21, 97.852, 96.007]
[25.773, 26.69, 21.766, 21.701, 165.193, 165.409, 174.601, 175.08, 168.818, 146.196, 97.869, 95.999]
[25.863, 26.662, 21.74, 21.631, 165.169, 165.391, 174.593, 175.07, 168.836, 146.196, 97.881, 96.003]
[26.053, 26.725, 21.726, 21.504, 165.13, 165.342, 174.563, 175.037, 168.8, 146.119, 97.895, 96.021]
[26.039, 26.746, 21.767, 21.332, 165.093, 165.278, 174.546, 175.009, 168.77, 146.015, 97.921, 96.012]
[26.058, 26.82, 21.788, 21.184, 165.057, 165.3, 174.545, 174.978, 168.798, 145.713, 97.913, 95.987]
[26.028, 26.789, 21.799, 21.105, 165.029, 165.276, 174.549, 174.921, 168.821, 145.498, 97.942, 95.957]
[25.972, 26.742, 21.834, 20.992, 165.013, 165.228, 174.547, 174.899, 168.866, 145.486, 97.949, 95.956]
[25.962, 26.661, 21.856, 20.924, 164.994, 165.16, 174.553, 174.819, 168.904, 145.375, 97.989, 95.942]
[25.99, 26.601, 21.924, 20.775, 164.985, 165.083, 174.558, 174.806, 168.937, 145.343, 98.044, 95.884]
[26.07, 26.549, 21.961, 20.69, 165.003, 165.039, 174.585, 174.807, 168.972, 145.318, 98.072, 95.834]
[26.125, 26.553, 22.009, 20.616, 165.014, 164.992, 174.606, 174.747, 169.04, 145.24, 98.109, 95.815]
[26.164, 26.551, 22.049, 20.557, 165.019, 164.952, 174.613, 174.663, 169.095, 145.004, 98.149, 95.798]
[26.175, 26.555, 22.048, 20.507, 165.017, 164.895, 174.627, 174.57, 169.296, 144.965, 98.222, 95.778]
[26.206, 26.544, 22.055, 20.42, 165.024, 164.784, 174.663, 174.409, 169.406, 144.893, 98.326, 95.751]
[26.277, 26.504, 22.06, 20.386, 165.049, 164.723, 174.697, 174.4, 169.452, 144.91, 98.379, 95.692]
[26.38, 26.561, 22.033, 20.312, 165.054, 164.744, 174.715, 174.476, 169.527, 144.947, 98.343, 95.689]
[26.296, 26.516, 21.966, 20.277, 165.039, 164.714, 174.72, 174.502, 169.566, 144.979, 98.372, 95.654]
[26.21, 26.497, 21.903, 20.244, 165.004, 164.686, 174.716, 174.526, 169.606, 144.996, 98.445, 95.586]
[26.02, 26.431, 21.847, 20.186, 164.954, 164.638, 174.697, 174.544, 169.645, 145.007, 98.47, 95.581]
[25.788, 26.359, 21.813, 20.135, 164.935, 164.588, 174.685, 174.55, 169.656, 145.007, 98.477, 95.583]
[25.604, 26.218, 21.78, 20.072, 164.932, 164.522, 174.677, 174.555, 169.669, 145.003, 98.486, 95.578]
[25.433, 26.156, 21.754, 20.034, 164.929, 164.501, 174.68, 174.579, 169.665, 145.001, 98.487, 95.567]
[25.325, 26.088, 21.729, 19.98, 164.897, 164.483, 174.653, 174.56, 169.609, 144.966, 98.462, 95.602]
[25.265, 26.076, 21.706, 19.947, 164.865, 164.499, 174.637, 174.556, 169.572, 145.037, 98.439, 95.626]
[25.202, 26.042, 21.687, 19.916, 164.863, 164.518, 174.635, 174.604, 169.56, 145.083, 98.401, 95.63]
[25.183, 26.0, 21.666, 19.879, 164.851, 164.525, 174.646, 174.592, 169.527, 145.139, 98.379, 95.647]
[25.146, 26.012, 21.634, 19.848, 164.809, 164.543, 174.626, 174.595, 169.478, 145.194, 98.364, 95.671]
[25.168, 26.078, 21.593, 19.838, 164.76, 164.573, 174.606, 174.607, 169.406, 145.266, 98.343, 95.698]
[25.213, 26.067, 21.56, 19.842, 164.732, 164.597, 174.585, 174.648, 169.412, 145.391, 98.317, 95.719]
[25.25, 26.058, 21.539, 19.846, 164.737, 164.601, 174.592, 174.637, 169.43, 145.31, 98.309, 95.721]
[25.27, 26.075, 21.549, 19.866, 164.708, 164.569, 174.562, 174.591, 169.446, 145.06, 98.335, 95.75]
[25.296, 26.069, 21.559, 19.877, 164.678, 164.514, 174.529, 174.476, 169.458, 144.982, 98.424, 95.746]
[25.324, 26.047, 21.567, 19.868, 164.694, 164.508, 174.52, 174.503, 169.435, 144.959, 98.419, 95.746]
[25.42, 26.019, 21.537, 19.851, 164.7, 164.534, 174.509, 174.638, 169.389, 145.024, 98.356, 95.749]
[25.554, 25.995, 21.534, 19.841, 164.712, 164.517, 174.51, 174.651, 169.378, 145.018, 98.384, 95.713]
[25.628, 25.999, 21.546, 19.844, 164.714, 164.507, 174.507, 174.662, 169.365, 145.008, 98.402, 95.695]
[25.677, 25.981, 21.549, 19.851, 164.725, 164.503, 174.511, 174.666, 169.315, 144.938, 98.414, 95.679]
[25.973, 25.966, 21.501, 19.862, 164.731, 164.502, 174.513, 174.675, 169.279, 144.898, 98.377, 95.711]
[25.977, 25.959, 21.411, 19.867, 164.737, 164.496, 174.529, 174.675, 169.289, 144.803, 98.353, 95.731]
[25.806, 26.094, 21.342, 19.865, 164.744, 164.596, 174.551, 174.879, 169.294, 144.935, 98.223, 95.763]
[25.682, 26.209, 21.334, 19.83, 164.743, 164.636, 174.613, 174.914, 169.287, 144.994, 98.192, 95.76]
[25.59, 26.247, 21.243, 19.817, 164.703, 164.635, 174.592, 174.869, 169.274, 145.003, 98.203, 95.791]
[25.443, 26.303, 21.183, 19.814, 164.662, 164.662, 174.596, 174.853, 169.271, 145.016, 98.17, 95.824]
