=====================================================
[172.239, 168.249, 22.472, 29.754, 170.5, 163.918, 177.953, 175.482, 136.994, 165.779, 95.399, 89.726]
[173.556, 170.635, 23.025, 29.977, 170.963, 163.419, 177.891, 175.883, 137.139, 168.174, 95.201, 90.052]
[173.302, 171.617, 23.899, 30.496, 171.056, 163.015, 177.846, 176.108, 137.515, 170.126, 95.106, 90.315]
[171.561, 175.718, 24.539, 31.092, 171.018, 162.925, 177.894, 176.327, 137.458, 171.183, 95.009, 90.489]
[167.115, 179.216, 25.251, 31.373, 171.073, 162.78, 177.788, 176.407, 137.411, 171.838, 95.056, 90.472]
[163.211, 177.416, 26.561, 32.965, 171.197, 162.664, 177.565, 176.404, 137.599, 172.724, 95.086, 90.489]
[152.326, 161.709, 29.662, 34.851, 171.172, 162.498, 177.567, 176.387, 137.59, 173.44, 95.277, 90.551]
[125.192, 100.385, 31.447, 36.489, 171.193, 162.29, 177.576, 176.474, 137.553, 174.114, 95.667, 90.282]
[71.653, 51.337, 34.056, 38.576, 171.176, 162.317, 177.639, 176.799, 137.625, 174.436, 95.49, 90.419]
[54.21, 39.454, 35.517, 40.804, 171.187, 162.575, 177.853, 177.479, 137.69, 174.921, 95.075, 90.589]
[51.986, 38.73, 35.46, 40.541, 171.131, 162.74, 178.043, 178.012, 137.732, 175.198, 94.984, 90.511]
[61.777, 38.665, 35.176, 40.349, 171.012, 162.808, 178.094, 178.332, 138.038, 175.367, 95.099, 90.282]
[62.264, 38.483, 34.708, 40.105, 170.936, 162.83, 178.09, 178.368, 138.322, 175.333, 95.134, 90.226]
[52.46, 37.172, 34.095, 39.838, 170.865, 162.821, 177.893, 178.423, 138.799, 175.718, 95.11, 90.166]
[43.783, 31.993, 33.724, 39.025, 170.719, 162.7, 177.648, 178.415, 139.243, 175.729, 95.251, 89.961]
[35.851, 28.463, 33.617, 38.794, 170.557, 162.638, 177.622, 178.478, 139.266, 175.732, 95.146, 90.035]
[28.371, 27.063, 33.202, 38.107, 170.489, 162.716, 177.529, 178.426, 139.384, 175.577, 95.109, 90.052]
[22.134, 26.893, 32.07, 37.346, 170.429, 162.92, 177.444, 178.369, 139.692, 175.266, 94.965, 90.134]
[16.922, 25.253, 30.919, 37.257, 170.276, 162.917, 177.468, 177.934, 140.019, 174.659, 95.063, 90.34]
[14.853, 22.453, 29.944, 36.851, 170.124, 162.899, 177.579, 177.233, 140.87, 173.595, 95.374, 90.475]
[12.879, 20.636, 29.538, 36.246, 169.667, 163.335, 178.044, 176.698, 141.383, 172.343, 95.385, 90.847]
[10.25, 19.615, 29.247, 35.97, 168.187, 163.531, 179.087, 176.098, 140.592, 170.493, 95.464, 92.324]
[8.874, 18.579, 28.735, 35.712, 166.811, 163.502, 176.296, 175.562, 139.401, 169.642, 95.603, 93.728]
[9.26, 16.455, 28.446, 35.608, 165.748, 163.427, 174.768, 175.169, 139.14, 167.69, 95.796, 94.803]
[10.061, 15.653, 27.866, 34.95, 165.532, 163.755, 174.943, 175.144, 140.411, 166.398, 95.862, 94.886]
