=====================================================
[149.365, 171.602, 29.364, 13.473, 163.155, 158.376, 174.028, 178.444, 148.907, 164.809, 101.492, 101.655]
[150.414, 171.496, 29.01, 13.623, 163.154, 158.427, 174.038, 178.37, 148.401, 164.135, 101.753, 101.419]
[151.277, 171.385, 28.708, 13.72, 163.15, 158.473, 174.025, 178.349, 148.05, 163.207, 101.928, 101.232]
[151.907, 171.224, 28.484, 13.762, 163.14, 158.521, 174.032, 178.337, 147.975, 161.985, 102.061, 101.091]
[152.238, 171.187, 28.369, 13.758, 163.118, 158.572, 174.034, 178.325, 147.954, 161.058, 102.142, 101.007]
[152.508, 171.16, 28.274, 13.752, 163.106, 158.609, 174.038, 178.31, 147.962, 160.255, 102.207, 100.943]
[152.694, 171.14, 28.213, 13.748, 163.099, 158.63, 174.04, 178.28, 147.969, 159.683, 102.239, 100.923]
[152.783, 171.104, 28.178, 13.748, 163.09, 158.642, 174.049, 178.242, 147.981, 158.71, 102.286, 100.875]
[152.838, 171.097, 28.156, 13.751, 163.084, 158.65, 174.053, 178.207, 147.984, 158.003, 102.32, 100.849]
[152.881, 171.087, 28.139, 13.751, 163.077, 158.658, 174.054, 178.179, 147.983, 157.577, 102.347, 100.829]
[152.918, 171.082, 28.124, 13.75, 163.072, 158.665, 174.054, 178.154, 147.983, 157.361, 102.37, 100.814]
[152.947, 171.08, 28.113, 13.749, 163.067, 158.668, 174.054, 178.132, 147.983, 157.243, 102.387, 100.805]
[152.967, 171.066, 28.105, 13.745, 163.063, 158.672, 174.054, 178.114, 147.981, 157.171, 102.401, 100.797]
[152.986, 171.064, 28.099, 13.744, 163.061, 158.675, 174.053, 178.099, 147.976, 157.132, 102.411, 100.793]
[154.592, 170.071, 28.626, 12.883, 163.219, 158.542, 174.437, 178.567, 148.054, 144.592, 102.389, 100.594]
[155.004, 169.642, 28.931, 12.583, 163.409, 158.33, 174.655, 178.799, 148.18, 141.535, 102.45, 100.472]
[155.344, 169.762, 29.063, 12.481, 163.503, 158.304, 174.778, 178.962, 148.257, 140.556, 102.435, 100.436]
[156.102, 167.81, 29.607, 11.761, 163.174, 158.499, 174.184, 179.504, 147.87, 139.904, 102.398, 100.79]
[159.45, 169.083, 29.178, 11.071, 162.344, 158.484, 173.023, 179.573, 147.524, 148.677, 101.9, 102.254]
[159.492, 169.929, 29.026, 11.092, 162.239, 157.872, 172.496, 179.889, 147.285, 154.088, 102.109, 102.852]
[160.25, 167.469, 28.756, 10.531, 161.802, 157.756, 172.117, 179.596, 147.327, 156.662, 102.487, 103.102]
[161.083, 172.69, 28.403, 13.323, 161.816, 158.934, 172.935, 178.704, 149.687, 161.113, 101.935, 103.635]
[170.797, 179.43, 23.166, 18.482, 162.504, 158.705, 176.435, 177.951, 153.814, 159.634, 101.244, 102.63]
